row,Predicted_log10FC
0,0.26409482955932617
1,0.33708652853965759
2,0.28781753778457642
3,0.3404238224029541
4,0.33205702900886536
5,0.23721940815448761
6,1.636203408241272
7,1.056831955909729
8,0.86972075700759888
9,1.5758624076843262
10,1.4350478649139404
11,1.025662899017334
12,0.14903301000595093
13,1.6702042818069458
14,0.38616979122161865
15,0.57816731929779053
16,-0.10353754460811615
17,0.62810075283050537
18,1.2430354356765747
19,1.2158030271530151
20,-0.071076042950153351
21,0.75900226831436157
22,-0.010941795073449612
23,0.38336449861526489
24,-0.024512985721230507
25,-0.52753996849060059
26,-0.41398486495018005
27,-0.34662032127380371
28,1.8398283720016479
29,1.244702935218811
30,0.3316923975944519
31,0.41178449988365173
32,0.079385161399841309
33,0.24531328678131104
34,-0.10540672391653061
35,-0.18023565411567688
36,1.7030321359634399
37,-0.071076042950153351
38,0.69570779800415039
39,0.51977735757827759
40,0.77037620544433594
41,0.95280188322067261
42,0.75013518333435059
43,0.94492030143737793
44,1.7672882080078125
45,1.3141732215881348
46,0.87142622470855713
47,0.95744776725769043
48,0.3944040834903717
49,1.0320754051208496
50,0.11518214643001556
51,1.2989888191223145
52,1.4558131694793701
53,1.6972674131393433
54,1.1698191165924072
55,1.6487115621566772
56,1.6689168214797974
57,2.0181427001953125
58,1.535490870475769
59,-0.52767801284790039
60,1.4320516586303711
61,1.5606379508972168
62,1.620625376701355
63,1.675261378288269
64,-0.20933587849140167
65,1.3919953107833862
66,1.4794631004333496
67,1.6833149194717407
68,0.44196808338165283
69,2.0457768440246582
70,2.2133498191833496
71,2.0842041969299316
72,2.2905149459838867
73,1.7959755659103394
74,1.8860210180282593
75,0.88871979713439941
76,0.023508848622441292
77,0.11549314111471176
78,1.9042720794677734
79,1.7787446975708008
80,1.4060966968536377
81,1.6618103981018066
82,1.5778799057006836
83,1.5106194019317627
84,1.7615300416946411
85,1.244702935218811
86,0.17164897918701172
87,2.2385938167572021
88,2.062448263168335
89,1.9192301034927368
90,1.6903492212295532
91,2.1173293590545654
92,1.9863831996917725
93,2.3008599281311035
94,-0.20913200080394745
95,-0.15102514624595642
96,1.0921849012374878
97,1.7715741395950317
98,1.4597651958465576
99,1.4571596384048462
100,1.5413194894790649
101,1.8881778717041016
102,1.7206993103027344
103,-0.071076042950153351
104,0.1855597048997879
105,1.7031807899475098
106,1.7845858335494995
107,1.3245248794555664
108,2.192488431930542
109,1.9202404022216797
110,1.6639766693115234
111,1.5513548851013184
112,0.45223414897918701
113,-0.046280436217784882
114,2.4648778438568115
115,2.3511056900024414
116,2.4286673069000244
117,1.8398283720016479
118,1.0710762739181519
119,-0.10896656662225723
120,1.3396646976470947
121,1.2909411191940308
122,1.464785099029541
123,0.88871979713439941
124,0.023508848622441292
125,0.11549314111471176
126,1.6026675701141357
127,1.5373948812484741
128,1.6582001447677612
129,-0.15102514624595642
130,1.9138437509536743
131,2.109290599822998
132,2.4648778438568115
133,2.4106919765472412
134,2.1676602363586426
135,3.0396604537963867
136,2.5647835731506348
137,2.5570931434631348
138,2.4495632648468018
139,2.9914169311523438
140,3.5631246566772461
141,2.8627808094024658
142,1.7809118032455444
143,2.0809016227722168
144,2.6821019649505615
145,1.7615300416946411
146,1.244702935218811
147,-0.10896656662225723
148,2.0255751609802246
149,3.6309599876403809
150,3.5511326789855957
151,3.11838698387146
152,3.4330239295959473
153,3.5016903877258301
154,3.029465913772583
155,2.4054203033447266
156,3.2380468845367432
157,3.6300690174102783
158,3.8076539039611816
159,2.1537604331970215
160,2.8315138816833496
161,3.6808946132659912
162,3.8725540637969971
163,1.1780483722686768
164,2.1199119091033936
165,1.464785099029541
166,1.5107799768447876
167,1.0947082042694092
168,2.5581314563751221
169,2.9055724143981934
170,2.8214361667633057
171,1.9654921293258667
172,1.6916763782501221
173,1.7344429492950439
174,1.5352370738983154
175,0.51519447565078735
176,-0.14510422945022583
177,1.0710762739181519
178,0.62618559598922729
179,0.27757027745246887
180,0.30261710286140442
181,0.49058836698532104
182,0.37086081504821777
183,0.25460267066955566
184,-0.12055233865976334
185,0.54387491941452026
186,0.20212544500827789
187,0.49404582381248474
188,0.49404582381248474
189,0.72387820482254028
190,0.44532999396324158
191,0.2973443865776062
192,0.028232842683792114
193,0.21460185945034027
194,0.50288999080657959
195,0.21845334768295288
196,0.12666380405426025
197,0.086065672338008881
198,0.10898910462856293
199,0.096287243068218231
200,0.41721639037132263
201,1.8283907175064087
202,1.604462742805481
203,0.11586030572652817
204,0.16406720876693726
205,-0.53280115127563477
206,0.5755765438079834
207,0.56442970037460327
208,0.58174574375152588
209,0.89363569021224976
210,0.55996197462081909
211,0.89929509162902832
212,0.47483456134796143
213,0.53067493438720703
214,0.3186207115650177
215,0.62358957529067993
216,0.61828696727752686
217,0.58955013751983643
218,0.77229630947113037
219,0.52912253141403198
220,1.5541168451309204
221,1.7015529870986938
222,1.2123900651931763
223,1.9193152189254761
224,1.8948719501495361
225,1.4079916477203369
226,1.9673951864242554
227,1.3914486169815063
228,2.9349174499511719
229,3.5856285095214844
230,2.7164232730865479
231,0.27816346287727356
232,1.1519510746002197
233,1.3686838150024414
234,0.88989865779876709
235,1.0881377458572388
236,1.2188225984573364
237,0.97710245847702026
238,1.5552222728729248
239,0.8022075891494751
240,0.65967696905136108
241,0.6074712872505188
242,1.1801490783691406
243,1.8301005363464355
244,0.23841795325279236
245,1.4239265918731689
246,0.98927551507949829
247,0.53302097320556641
248,0.70273476839065552
249,1.3761543035507202
250,0.77865338325500488
251,0.57695841789245605
252,0.44938367605209351
253,0.53719091415405273
254,0.51290017366409302
255,-0.12055233865976334
256,1.6702042818069458
257,0.29373148083686829
258,0.86336624622344971
259,1.2637237310409546
260,0.92616093158721924
261,1.3432842493057251
262,1.0639960765838623
263,0.76090216636657715
264,1.142153263092041
265,0.57399344444274902
266,0.81879627704620361
267,0.5216255784034729
268,-1.148695707321167
269,1.535490870475769
270,0.24849049746990204
271,-0.085628703236579895
272,-0.03074830025434494
273,0.35046368837356567
274,0.078313529491424561
275,0.15100027620792389
276,0.25450682640075684
277,1.1801490783691406
278,1.7615300416946411
279,-1.839769721031189
280,-2.4030435085296631
281,-2.3806271553039551
282,-1.909517765045166
283,-2.4605424404144287
284,-2.2258760929107666
285,-2.1355571746826172
286,-0.20913200080394745
287,0.98196196556091309
288,0.91439491510391235
289,1.0605247020721436
290,0.93273049592971802
291,0.809581458568573
292,1.5244655609130859
293,0.57156884670257568
294,-0.17822693288326263
295,1.675261378288269
296,-1.3680737018585205
297,-1.3563985824584961
298,-1.469799280166626
299,-1.6247981786727905
300,-1.3425427675247192
301,-1.1605062484741211
302,-1.2414300441741943
303,-0.51753252744674683
304,-0.078030906617641449
305,-0.77208030223846436
306,-1.14186692237854
307,-0.92464834451675415
308,-1.0154067277908325
309,-0.88234013319015503
310,-0.76840293407440186
311,-1.0101280212402344
312,0.45223414897918701
313,1.6111016273498535
314,-1.5441344976425171
315,-1.5525275468826294
316,-1.6167749166488647
317,-1.4626638889312744
318,-1.4826544523239136
319,-1.2296967506408691
320,-1.1515802145004272
321,-0.054957501590251923
322,0.17572528123855591
323,-0.56578117609024048
324,-0.65241307020187378
325,-0.82891613245010376
326,-0.81164181232452393
327,-0.62567180395126343
328,-1.2239788770675659
329,-0.52317851781845093
330,-1.7235891819000244
331,0.046101521700620651
332,-2.1206419467926025
333,-2.0815949440002441
334,-2.3483660221099854
335,-2.0055954456329346
336,-2.2064599990844727
337,-1.9514068365097046
338,-2.4442687034606934
339,-1.0582379102706909
340,-0.67439651489257812
341,1.3312352895736694
342,1.0912537574768066
343,1.1669243574142456
344,-0.28882211446762085
345,1.9140170812606812
346,2.0685231685638428
347,1.9771974086761475
348,2.0863337516784668
349,2.0059058666229248
350,1.3186479806900024
351,2.1265406608581543
352,2.0715303421020508
353,2.1060564517974854
354,2.5108261108398438
355,2.4033019542694092
356,2.3027832508087158
357,2.1431648731231689
358,2.8096616268157959
