fold,row,Predicted_log10FC
1,2,0.55923843383789062
1,8,0.55959415435791016
1,11,0.83569550514221191
1,35,0.19047927856445312
1,40,0.2993018627166748
1,41,0.36066150665283203
1,50,0.53526997566223145
1,53,1.5285699367523193
1,57,1.4439690113067627
1,61,1.2446844577789307
1,74,1.2028744220733643
1,77,0.22287535667419434
1,78,1.7592427730560303
1,84,1.4913060665130615
1,87,1.7527477741241455
1,91,2.0671555995941162
1,92,1.2400400638580322
1,98,2.0649311542510986
1,105,1.6803286075592041
1,111,1.208111047744751
1,114,2.1209213733673096
1,125,0.22287535667419434
1,132,2.1209213733673096
1,133,2.7362120151519775
1,138,1.9543211460113525
1,145,1.4913060665130615
1,149,3.3483045101165771
1,150,2.9623863697052002
1,158,3.5108883380889893
1,163,0.95715737342834473
1,174,2.0368349552154541
1,175,0.89607596397399902
1,187,0.61249446868896484
1,188,0.67209649085998535
1,189,0.60264253616333008
1,191,0.52725720405578613
1,192,0.47597098350524902
1,198,0.53830432891845703
1,202,0.83175778388977051
1,207,0.72047638893127441
1,214,0.77367949485778809
1,217,0.37334752082824707
1,221,2.4386336803436279
1,224,2.5678966045379639
1,233,1.230787992477417
1,234,1.0711314678192139
1,241,1.2536499500274658
1,242,1.0746581554412842
1,244,0.51764678955078125
1,246,1.2243883609771729
1,247,1.0150768756866455
1,249,1.0761635303497314
1,267,1.1491305828094482
1,277,1.0746581554412842
1,278,1.4913060665130615
1,284,-0.45813441276550293
1,289,-0.43463802337646484
1,293,-0.4228355884552002
1,294,0.42190384864807129
1,299,-1.5950357913970947
1,306,-0.7333076000213623
1,310,-0.039898157119750977
1,311,-0.73023366928100586
1,321,0.10904693603515625
1,322,0.50243377685546875
1,326,-1.179945707321167
1,333,-2.1630074977874756
1,340,-0.2593085765838623
1,341,1.9373571872711182
1,343,1.7818038463592529
1,348,1.8594892024993896
1,356,1.802720308303833
1,361,1.3905794620513916
1,368,0.57321429252624512
1,369,0.086604118347167969
1,374,0.53700971603393555
1,383,0.53526997566223145
1,391,-0.011171817779541016
1,395,0.85945677757263184
1,398,0.55611729621887207
1,405,0.55419445037841797
1,407,-0.56449341773986816
1,411,0.11573100090026855
1,416,0.41655230522155762
1,421,0.38710260391235352
1,422,0.28381109237670898
1,423,0.6940314769744873
1,425,0.8122704029083252
1,447,0.71251320838928223
1,448,0.098892450332641602
1,449,0.8096153736114502
1,453,1.0058391094207764
1,457,0.95501446723937988
1,470,2.4364187717437744
1,472,2.4364187717437744
1,473,2.4364187717437744
1,484,3.4207742214202881
1,485,3.2782647609710693
1,490,3.8003342151641846
1,495,0.9999382495880127
1,496,2.2302405834197998
1,503,0.21820378303527832
1,505,2.4072191715240479
1,507,3.6504409313201904
1,509,1.7784368991851807
1,515,0.43237185478210449
1,516,0.57242703437805176
1,527,0.72146725654602051
1,528,0.88907885551452637
1,530,1.4197590351104736
1,534,1.6932394504547119
1,537,1.6750857830047607
1,542,1.9554612636566162
1,549,1.9421646595001221
1,552,1.4406106472015381
1,556,1.4913060665130615
1,569,0.53830432891845703
1,575,1.1789915561676025
1,580,1.7698943614959717
1,585,1.5121090412139893
1,590,0.89607596397399902
1,592,1.4913060665130615
1,596,0.74403738975524902
1,599,0.44983410835266113
1,607,0.21800947189331055
1,608,0.86044621467590332
1,611,0.5019078254699707
1,613,0.91159844398498535
1,616,0.28667378425598145
1,626,-0.59926724433898926
1,628,-0.33404922485351562
1,632,-0.32501935958862305
1,635,0.21820378303527832
1,641,0.43221449851989746
1,650,0.024300098419189453
1,652,0.78019976615905762
1,653,0.20672774314880371
1,654,0.32295680046081543
1,656,0.82863974571228027
1,661,0.17880988121032715
1,663,0.47464895248413086
1,671,0.75302481651306152
1,682,0.16565942764282227
1,691,-0.059282302856445312
1,695,0.10817623138427734
1,698,1.4913060665130615
1,706,0.89205098152160645
1,710,0.17312026023864746
1,711,0.11658096313476562
1,718,0.19268321990966797
1,724,0.41157650947570801
1,729,0.13161182403564453
1,739,0.33523249626159668
1,745,0.16084909439086914
1,753,-0.18251585960388184
1,760,0.36662817001342773
1,770,0.38760280609130859
1,776,0.64808988571166992
1,785,0.66536808013916016
1,786,0.29921579360961914
1,804,-0.049733877182006836
2,15,1.4786713123321533
2,19,1.6989152431488037
