fold,row,Predicted_log10FC
1,2,0.28781753778457642
1,8,0.86972075700759888
1,11,1.025662899017334
1,35,-0.18023565411567688
1,40,0.77037620544433594
1,41,0.95280188322067261
1,50,0.11518214643001556
1,53,1.6972674131393433
1,57,2.0181427001953125
1,61,1.5606379508972168
1,74,1.8860210180282593
1,77,0.11549314111471176
1,78,1.9042720794677734
1,84,1.7615300416946411
1,87,2.2385938167572021
1,91,2.1173293590545654
1,92,1.9863831996917725
1,98,1.4597651958465576
1,105,1.7031807899475098
1,111,1.5513548851013184
1,114,2.4648778438568115
1,125,0.11549314111471176
1,132,2.4648778438568115
1,133,2.4106919765472412
1,138,2.4495632648468018
1,145,1.7615300416946411
1,149,3.6309599876403809
1,150,3.5511326789855957
1,158,3.8076539039611816
1,163,1.1780483722686768
1,174,1.5352370738983154
1,175,0.51519447565078735
1,187,0.49404582381248474
1,188,0.49404582381248474
1,189,0.72387820482254028
1,191,0.2973443865776062
1,192,0.028232842683792114
1,198,0.10898910462856293
1,202,1.604462742805481
1,207,0.56442970037460327
1,214,0.3186207115650177
1,217,0.58955013751983643
1,221,1.7015529870986938
1,224,1.8948719501495361
1,233,1.3686838150024414
1,234,0.88989865779876709
1,241,0.6074712872505188
1,242,1.1801490783691406
1,244,0.23841795325279236
1,246,0.98927551507949829
1,247,0.53302097320556641
1,249,1.3761543035507202
1,267,0.5216255784034729
1,277,1.1801490783691406
1,278,1.7615300416946411
1,284,-2.2258760929107666
1,289,1.0605247020721436
1,293,0.57156884670257568
1,294,-0.17822693288326263
1,299,-1.6247981786727905
1,306,-1.14186692237854
1,310,-0.76840293407440186
1,311,-1.0101280212402344
1,321,-0.054957501590251923
1,322,0.17572528123855591
1,326,-0.81164181232452393
1,333,-2.0815949440002441
1,340,-0.67439651489257812
1,341,1.3312352895736694
1,343,1.1669243574142456
1,348,2.0863337516784668
1,356,2.3027832508087158
1,361,1.7878272533416748
1,368,0.37568551301956177
1,369,0.25508654117584229
1,374,0.65907317399978638
1,383,0.11518214643001556
1,391,-0.040819022804498672
1,395,0.45579531788825989
1,398,0.43611431121826172
1,405,0.37657427787780762
1,407,-0.10075916349887848
1,411,-0.42238843441009521
1,416,0.3622165322303772
1,421,0.38933169841766357
1,422,0.38933169841766357
1,423,0.10620361566543579
1,425,2.6938521862030029
1,447,0.84472519159317017
1,448,-0.34074500203132629
1,449,1.1099942922592163
1,453,1.1580656766891479
1,457,1.0974106788635254
1,470,2.4554257392883301
1,472,2.4554257392883301
1,473,2.4554257392883301
1,484,4.0250287055969238
1,485,3.4426524639129639
1,490,3.9655115604400635
1,495,2.0812079906463623
1,496,2.2763278484344482
1,503,0.045058611780405045
1,505,2.4942247867584229
1,507,3.8004565238952637
1,509,3.3696813583374023
1,515,-0.2757129967212677
1,516,-0.19894346594810486
1,527,1.0044474601745605
1,528,0.44181421399116516
1,530,1.1320395469665527
1,534,1.812406063079834
1,537,1.9845650196075439
1,542,1.8524023294448853
1,549,2.4712281227111816
1,552,1.8105465173721313
1,556,1.7615300416946411
1,569,0.10898910462856293
1,575,1.6061739921569824
1,580,2.5872981548309326
1,585,1.2341045141220093
1,590,0.51519447565078735
1,592,1.7615300416946411
1,596,0.89601218700408936
1,599,1.181052565574646
1,607,1.0283130407333374
1,608,0.27932199835777283
1,611,0.32637351751327515
1,613,1.1707212924957275
1,616,0.060106128454208374
1,626,-0.063398808240890503
1,628,-0.51412832736968994
1,632,-0.53728783130645752
1,635,0.045058611780405045
1,641,-0.24401257932186127
1,650,-0.40159958600997925
1,652,0.59477061033248901
1,653,-0.13710685074329376
1,654,0.075137816369533539
1,656,0.35815244913101196
1,661,-0.13400857150554657
1,663,0.45598712563514709
1,671,1.5550985336303711
1,682,-0.59595054388046265
1,691,-0.31490734219551086
1,695,-0.7027212381362915
1,698,1.7615300416946411
1,706,1.2912979125976562
1,710,0.24147398769855499
1,711,0.2779420018196106
1,718,0.03747173398733139
1,724,0.033208847045898438
1,729,0.11017078161239624
1,739,0.15838444232940674
1,745,-0.60954266786575317
1,753,-0.18981972336769104
1,760,-0.0612645223736763
1,770,0.24434681236743927
1,776,0.48493859171867371
1,785,0.41280770301818848
1,786,0.5652393102645874
1,804,-0.094960011541843414
2,15,0.57816731929779053
2,19,1.2158030271530151
2,20,-0.071076042950153351
2,21,0.75900226831436157
2,23,0.38336449861526489
2,25,-0.52753996849060059
2,31,0.41178449988365173
2,37,-0.071076042950153351
2,42,0.75013518333435059
2,43,0.94492030143737793
2,44,1.7672882080078125
2,46,0.87142622470855713
2,47,0.95744776725769043
2,55,1.6487115621566772
2,58,1.535490870475769
2,73,1.7959755659103394
2,81,1.6618103981018066
2,82,1.5778799057006836
2,100,1.5413194894790649
2,102,1.7206993103027344
2,103,-0.071076042950153351
2,104,0.1855597048997879
2,118,1.0710762739181519
2,136,2.5647835731506348
2,171,1.9654921293258667
2,172,1.6916763782501221
2,173,1.7344429492950439
2,177,1.0710762739181519
2,179,0.27757027745246887
2,182,0.37086081504821777
