fold,row,Predicted_log10FC
1,2,0.77792906761169434
1,8,0.47850942611694336
1,11,0.47850942611694336
1,35,0.47850942611694336
1,40,0.89599108695983887
1,41,0.89599108695983887
1,50,0.49642276763916016
1,53,0.77792906761169434
1,57,0.52260684967041016
1,61,0.47850942611694336
1,74,0.49642276763916016
1,77,0.49642276763916016
1,78,0.77792906761169434
1,84,0.77792906761169434
1,87,0.52260684967041016
1,91,0.52260684967041016
1,92,0.52260684967041016
1,98,0.47850942611694336
1,105,0.60255551338195801
1,111,0.60255551338195801
1,114,0.77792906761169434
1,125,0.49642276763916016
1,132,0.77792906761169434
1,133,0.77792906761169434
1,138,0.77792906761169434
1,145,0.77792906761169434
1,149,1.8176248073577881
1,150,1.8176248073577881
1,158,1.8176248073577881
1,163,1.8176248073577881
1,174,0.49642276763916016
1,175,0.49642276763916016
1,187,0.47850942611694336
1,188,0.47850942611694336
1,189,0.47850942611694336
1,191,0.60255551338195801
1,192,0.60255551338195801
1,198,0.77792906761169434
1,202,0.89599108695983887
1,207,0.77792906761169434
1,214,0.47850942611694336
1,217,0.52260684967041016
1,221,0.77792906761169434
1,224,0.47850942611694336
1,233,0.77792906761169434
1,234,0.77792906761169434
1,241,0.77792906761169434
1,242,0.77792906761169434
1,244,0.47850942611694336
1,246,0.47850942611694336
1,247,0.47850942611694336
1,249,0.47850942611694336
1,267,0.52260684967041016
1,277,0.77792906761169434
1,278,0.77792906761169434
1,284,0.52260684967041016
1,289,0.47850942611694336
1,293,0.47850942611694336
1,294,0.47850942611694336
1,299,0.016485452651977539
1,306,0.60255551338195801
1,310,0.60255551338195801
1,311,0.60255551338195801
1,321,0.15909290313720703
1,322,0.15909290313720703
1,326,0.20879054069519043
1,333,-0.16072344779968262
1,340,-0.16072344779968262
1,341,0.47850942611694336
1,343,0.47850942611694336
1,348,0.89599108695983887
1,356,0.89599108695983887
1,361,0.77792906761169434
1,368,0.49642276763916016
1,369,0.49642276763916016
1,374,0.49642276763916016
1,383,0.49642276763916016
1,391,0.77792906761169434
1,395,0.77792906761169434
1,398,0.77792906761169434
1,405,0.52260684967041016
1,407,0.52260684967041016
1,411,0.52260684967041016
1,416,0.52260684967041016
1,421,0.52260684967041016
1,422,0.52260684967041016
1,423,0.52260684967041016
1,425,0.52260684967041016
1,447,0.89599108695983887
1,448,0.89599108695983887
1,449,0.89599108695983887
1,453,0.89599108695983887
1,457,0.89599108695983887
1,470,0.77792906761169434
1,472,0.77792906761169434
1,473,0.77792906761169434
1,484,1.8176248073577881
1,485,1.8176248073577881
1,490,1.8176248073577881
1,495,1.8176248073577881
1,496,0.77792906761169434
1,503,0.77792906761169434
1,505,1.8176248073577881
1,507,1.8176248073577881
1,509,1.8176248073577881
1,515,0.77792906761169434
1,516,0.77792906761169434
1,527,0.89599108695983887
1,528,0.89599108695983887
1,530,0.89599108695983887
1,534,0.89599108695983887
1,537,0.89599108695983887
1,542,0.89599108695983887
1,549,0.77792906761169434
1,552,0.77792906761169434
1,556,0.77792906761169434
1,569,0.77792906761169434
1,575,0.47850942611694336
1,580,0.77792906761169434
1,585,0.49642276763916016
1,590,0.49642276763916016
1,592,0.77792906761169434
1,596,0.77792906761169434
1,599,0.77792906761169434
1,607,0.49642276763916016
1,608,0.39029383659362793
1,611,0.39029383659362793
1,613,0.39029383659362793
1,616,0.47850942611694336
1,626,0.49642276763916016
1,628,0.49642276763916016
1,632,0.77792906761169434
1,635,0.77792906761169434
1,641,0.47850942611694336
1,650,0.016485452651977539
1,652,0.70962691307067871
1,653,0.70962691307067871
1,654,0.70962691307067871
1,656,0.41443252563476562
1,661,0.49642276763916016
1,663,0.49642276763916016
1,671,0.49642276763916016
1,682,0.77792906761169434
1,691,0.77792906761169434
1,695,0.77792906761169434
1,698,0.77792906761169434
1,706,0.47850942611694336
1,710,0.47850942611694336
1,711,0.47850942611694336
1,718,0.47850942611694336
1,724,0.89599108695983887
1,729,0.89599108695983887
1,739,0.89599108695983887
1,745,0.016485452651977539
1,753,0.016485452651977539
1,760,0.016485452651977539
1,770,0.35461306571960449
1,776,0.29878473281860352
1,785,0.77792906761169434
1,786,0.77792906761169434
1,804,0.016485452651977539
2,15,0.28358769416809082
2,19,0.4586646556854248
2,20,0.4586646556854248
2,21,0.4586646556854248
2,23,0.75799775123596191
2,25,0.75799775123596191
2,31,0.4586646556854248
2,37,0.4586646556854248
2,42,0.86101412773132324
2,43,0.86101412773132324
2,44,0.86101412773132324
2,46,0.46883368492126465
