row,Predicted_log10FC
0,0.91471600532531738
1,0.97563695907592773
2,0.51387262344360352
3,1.2053143978118896
4,0.94772791862487793
5,0.40375518798828125
6,1.490070104598999
7,0.60631084442138672
8,0.4538877010345459
9,0.69841742515563965
10,0.62420773506164551
11,0.77330136299133301
12,0.10399818420410156
13,1.1162378787994385
14,-0.017455101013183594
15,0.86443591117858887
16,0.011864900588989258
17,0.77271151542663574
18,-0.010805606842041016
19,1.1362717151641846
20,0.33615469932556152
21,1.0812556743621826
22,0.17890477180480957
23,0.65160465240478516
24,0.14488315582275391
25,-0.068884611129760742
26,-0.018297672271728516
27,0.02930903434753418
28,1.528425931930542
29,1.1030905246734619
30,0.24074363708496094
31,0.54475641250610352
32,0.24891066551208496
33,-0.018709659576416016
34,-0.10013556480407715
35,-0.3007359504699707
36,1.1902923583984375
37,0.33615469932556152
38,0.51306796073913574
39,0.4033660888671875
40,0.5624384880065918
41,0.1483762264251709
42,-0.20731282234191895
43,0.025297880172729492
44,1.8781740665435791
45,1.4926300048828125
46,1.7314445972442627
47,1.6414287090301514
48,1.4577968120574951
49,0.92976021766662598
50,0.45419430732727051
51,1.0090939998626709
52,1.3392801284790039
53,1.6851379871368408
54,1.134007453918457
55,1.6920688152313232
56,1.2540717124938965
57,1.4584310054779053
58,0.88967251777648926
59,0.57541608810424805
60,0.90942502021789551
61,1.2246487140655518
62,1.4591381549835205
63,1.0862076282501221
64,0.46451807022094727
65,0.93976426124572754
66,1.2402377128601074
67,1.5504639148712158
68,0.7876744270324707
69,1.678574800491333
70,1.850257396697998
71,1.8314390182495117
72,1.8436908721923828
73,1.88686203956604
74,1.3939096927642822
75,0.96908712387084961
76,0.64024066925048828
77,0.12058520317077637
78,1.8753340244293213
79,1.9614689350128174
80,1.95916748046875
81,1.9741847515106201
82,2.0805590152740479
83,1.7889819145202637
84,1.4828107357025146
85,1.1030905246734619
86,0.31743669509887695
87,1.7033874988555908
88,1.9378335475921631
89,1.8846375942230225
90,1.7106454372406006
91,1.7723004817962646
92,1.3619534969329834
93,0.83691525459289551
94,0.52584934234619141
95,0.093303918838500977
96,1.5939638614654541
97,1.7694878578186035
98,2.0547435283660889
99,1.556598424911499
100,1.774832010269165
101,1.652890682220459
102,1.2065260410308838
103,0.33615469932556152
104,0.24017977714538574
105,1.7277500629425049
106,1.7520091533660889
107,1.8891973495483398
108,2.0369350910186768
109,1.9380710124969482
110,1.3341562747955322
111,1.1440703868865967
112,0.81888556480407715
113,0.18794059753417969
114,2.0302002429962158
115,2.145761251449585
116,2.239149808883667
117,1.528425931930542
118,1.0306503772735596
119,0.15416693687438965
120,1.9365699291229248
121,1.7935254573822021
122,1.963778018951416
123,0.96908712387084961
124,0.64024066925048828
125,0.12058520317077637
126,2.0255916118621826
127,1.9228775501251221
128,2.1109018325805664
129,0.093303918838500977
130,1.5728638172149658
131,2.1355521678924561
132,2.0302002429962158
133,2.874497652053833
134,2.3713929653167725
135,3.0976231098175049
136,3.6898090839385986
137,2.0385451316833496
138,2.4068119525909424
139,2.2947249412536621
140,3.16524338722229
141,2.2367086410522461
142,1.6973488330841064
143,2.0922958850860596
144,2.7589244842529297
145,1.4828107357025146
146,1.1030905246734619
147,0.15416693687438965
148,2.4834053516387939
149,2.9876706600189209
150,2.5617349147796631
151,3.0324411392211914
152,2.3699519634246826
153,3.6357102394104004
154,2.8470079898834229
155,2.1257064342498779
156,2.5163664817810059
157,1.9034137725830078
158,3.2218849658966064
159,2.1573531627655029
160,2.5440490245819092
161,2.9512603282928467
162,1.7639992237091064
163,1.0405051708221436
164,0.82744574546813965
165,1.963778018951416
166,2.086400032043457
167,1.666579008102417
168,2.7046668529510498
169,2.9752800464630127
170,3.0248448848724365
171,2.1416566371917725
172,2.5344860553741455
173,2.9372270107269287
174,2.3733160495758057
175,0.91408228874206543
176,0.093699455261230469
177,1.0306503772735596
178,1.1531968116760254
179,0.5581200122833252
180,0.78963685035705566
181,0.83643293380737305
182,0.66581511497497559
183,0.57088971138000488
184,0.48714852333068848
