fold,row,Predicted_log10FC
1,2,0.51387262344360352
1,8,0.4538877010345459
1,11,0.77330136299133301
1,35,-0.3007359504699707
1,40,0.5624384880065918
1,41,0.1483762264251709
1,50,0.45419430732727051
1,53,1.6851379871368408
1,57,1.4584310054779053
1,61,1.2246487140655518
1,74,1.3939096927642822
1,77,0.12058520317077637
1,78,1.8753340244293213
1,84,1.4828107357025146
1,87,1.7033874988555908
1,91,1.7723004817962646
1,92,1.3619534969329834
1,98,2.0547435283660889
1,105,1.7277500629425049
1,111,1.1440703868865967
1,114,2.0302002429962158
1,125,0.12058520317077637
1,132,2.0302002429962158
1,133,2.874497652053833
1,138,2.4068119525909424
1,145,1.4828107357025146
1,149,2.9876706600189209
1,150,2.5617349147796631
1,158,3.2218849658966064
1,163,1.0405051708221436
1,174,2.3733160495758057
1,175,0.91408228874206543
1,187,0.60494208335876465
1,188,0.45851325988769531
1,189,0.69676351547241211
1,191,0.54807186126708984
1,192,0.37591195106506348
1,198,0.51095914840698242
1,202,0.89628481864929199
1,207,0.62851214408874512
1,214,0.51868319511413574
1,217,0.53218650817871094
1,221,2.4929039478302002
1,224,2.6384165287017822
1,233,1.752572774887085
1,234,1.0929872989654541
1,241,1.0666711330413818
1,242,1.0700609683990479
1,244,0.34986400604248047
1,246,1.6365087032318115
1,247,0.9526212215423584
1,249,1.157850980758667
1,267,0.99897360801696777
1,277,1.0700609683990479
1,278,1.4828107357025146
1,284,-0.35356974601745605
1,289,-0.9521782398223877
1,293,-0.99886369705200195
1,294,0.38931512832641602
1,299,-1.5190927982330322
1,306,-0.74776196479797363
1,310,-0.0243072509765625
1,311,-0.96921563148498535
1,321,0.080074548721313477
1,322,0.48166275024414062
1,326,-1.0980169773101807
1,333,-1.8079930543899536
1,340,-0.17000412940979004
1,341,1.7482264041900635
1,343,1.74534010887146
1,348,1.9282848834991455
1,356,1.6705200672149658
1,361,1.352182149887085
1,368,0.3031618595123291
1,369,-0.20665740966796875
1,374,0.58189892768859863
1,383,0.45419430732727051
1,391,0.12443256378173828
1,395,0.6669459342956543
1,398,0.69868826866149902
1,405,0.27505373954772949
1,407,-0.7320399284362793
1,411,0.061724662780761719
1,416,0.42390966415405273
1,421,0.21477246284484863
1,422,0.37003302574157715
1,423,0.61766672134399414
1,425,0.82061648368835449
1,447,0.42189288139343262
1,448,-0.12627005577087402
1,449,0.48631095886230469
1,453,1.0969202518463135
1,457,1.0465056896209717
1,470,2.5669324398040771
1,472,2.5669324398040771
1,473,2.5669324398040771
1,484,3.5813901424407959
1,485,3.0888264179229736
1,490,3.7661778926849365
1,495,0.64988183975219727
1,496,2.5455563068389893
1,503,0.18195247650146484
1,505,2.0617802143096924
1,507,3.2422997951507568
1,509,1.634319543838501
1,515,0.54224252700805664
1,516,0.51707220077514648
1,527,0.97786116600036621
1,528,0.96714043617248535
1,530,1.3566319942474365
1,534,1.8425428867340088
1,537,2.0097420215606689
1,542,1.7344348430633545
1,549,1.8203189373016357
1,552,1.1642701625823975
1,556,1.4828107357025146
1,569,0.51095914840698242
1,575,1.0071418285369873
1,580,2.1370484828948975
1,585,1.8340556621551514
1,590,0.91408228874206543
1,592,1.4828107357025146
1,596,1.0464456081390381
1,599,0.62133336067199707
1,607,0.36454200744628906
1,608,0.89634156227111816
1,611,0.77662110328674316
1,613,1.2718384265899658
1,616,-0.21188974380493164
1,626,-0.81597757339477539
1,628,-0.64645695686340332
1,632,-0.44129562377929688
1,635,0.18195247650146484
1,641,0.26006364822387695
1,650,-0.15986371040344238
1,652,0.68043088912963867
1,653,0.26173639297485352
1,654,0.31094765663146973
1,656,0.041588544845581055
